Order ID,Date,Product,Category,Price,Quantity,City,Payment Method
10036,2024-04-27,Cheesecake,Dessert,7.5,2,London,Card
10037,2024-04-27,Burger,Main,12.0,1,London,Cash
10038,2024-09-20,Pizza,Main,15.0,2,Paris,Online
10039,2024-04-19,Ice Cream,Dessert,6.0,2,Berlin,Card
10040,2024-07-27,Ice Cream,Dessert,6.0,2,London,Card
10041,2024-06-30,Soda,Beverage,2.5,4,Berlin,Cash
10042,2024-12-10,Burger,Main,12.0,1,London,Cash
10043,2024-02-25,Coffee,Beverage,3.0,2,Madrid,Card
10044,2024-08-17,Cheesecake,Dessert,7.5,2,Berlin,Card
10045,2024-08-24,Onion Rings,Side,5.0,2,London,Cash
10046,2024-02-20,Cheesecake,Dessert,7.5,1,London,Card
10047,2024-03-26,Fries,Side,4.5,4,Berlin,Cash
10048,2024-07-24,Fries,Side,4.5,1,Madrid,Cash
10049,2024-07-18,Burger,Main,12.0,3,Berlin,Cash
10050,2024-12-22,Soda,Beverage,2.5,4,Madrid,Card
10051,2024-04-21,Onion Rings,Side,5.0,1,London,Online
10052,2024-01-30,Coffee,Beverage,3.0,1,Berlin,Online
10053,2024-03-21,Cheesecake,Dessert,7.5,1,London,Card
10054,2024-10-31,Pizza,Main,15.0,1,Madrid,Cash
10055,2024-10-18,Pizza,Main,15.0,2,London,Online
10056,2024-08-02,Pizza,Main,15.0,3,Paris,Card
10057,2024-05-02,Coffee,Beverage,3.0,3,Berlin,Card
10058,2024-08-22,Onion Rings,Side,5.0,3,London,Card
10059,2024-11-14,Ice Cream,Dessert,6.0,1,London,Online
10060,2024-09-16,Fries,Side,4.5,3,Madrid,Cash
10061,2024-05-05,Pizza,Main,15.0,3,Paris,Card
10062,2024-10-05,Ice Cream,Dessert,6.0,3,London,Online
10063,2024-06-02,Cheesecake,Dessert,7.5,1,Madrid,Cash
10064,2024-02-24,Pizza,Main,15.0,2,Paris,Cash
10065,2024-06-24,Fries,Side,4.5,2,Paris,Online
10066,2024-05-08,Ice Cream,Dessert,6.0,1,London,Online
10067,2024-05-21,Soda,Beverage,2.5,1,London,Cash
10068,2024-11-22,Salad,Main,9.5,3,Madrid,Online
10069,2024-10-09,Ice Cream,Dessert,6.0,4,London,Card
10070,2024-12-19,Pizza,Main,15.0,2,London,Cash
10071,2024-03-16,Cheesecake,Dessert,7.5,4,Madrid,Card
10072,2024-07-05,Onion Rings,Side,5.0,1,Paris,Card
10073,2024-12-07,Fries,Side,4.5,1,Paris,Online
10074,2024-11-13,Soda,Beverage,2.5,2,Madrid,Card
10075,2024-07-30,Salad,Main,9.5,1,Madrid,Online
10076,2024-07-29,Coffee,Beverage,3.0,2,Paris,Card
10077,2024-07-14,Pizza,Main,15.0,1,Berlin,Card
10078,2024-08-23,Fries,Side,4.5,3,Paris,Card
10079,2024-01-13,Fries,Side,4.5,2,Berlin,Cash
10080,2024-02-05,Onion Rings,Side,5.0,3,Paris,Online
10081,2024-07-23,Cheesecake,Dessert,7.5,3,London,Card
10082,2024-04-01,Onion Rings,Side,5.0,3,London,Card
10083,2024-06-25,Soda,Beverage,2.5,3,Berlin,Online
10084,2024-02-29,Cheesecake,Dessert,7.5,4,Madrid,Cash
10085,2024-12-28,Burger,Main,12.0,4,London,Online
10086,2024-12-17,Cheesecake,Dessert,7.5,2,Paris,Cash
10087,2024-12-06,Pizza,Main,15.0,3,Paris,Online
10088,2024-06-02,Pizza,Main,15.0,3,Berlin,Cash
10089,2024-12-22,Soda,Beverage,2.5,3,Madrid,Card
10090,2024-12-06,Soda,Beverage,2.5,4,Madrid,Online
10091,2024-07-26,Onion Rings,Side,5.0,1,Paris,Cash
10092,2024-08-08,Fries,Side,4.5,3,Berlin,Cash
10093,2024-12-11,Ice Cream,Dessert,6.0,2,Berlin,Online
10094,2024-12-03,Salad,Main,9.5,1,Paris,Online
10095,2024-02-17,Coffee,Beverage,3.0,2,Paris,Card
10096,2024-03-16,Fries,Side,4.5,1,London,Card
10097,2024-11-08,Ice Cream,Dessert,6.0,1,Berlin,Cash
10098,2024-12-22,Fries,Side,4.5,4,Berlin,Cash
10099,2024-03-16,Fries,Side,4.5,1,London,Cash
10100,2024-03-31,Fries,Side,4.5,4,London,Online
10101,2024-03-03,Fries,Side,4.5,4,Madrid,Cash
10102,2024-10-13,Cheesecake,Dessert,7.5,3,Berlin,Online
10103,2024-08-06,Cheesecake,Dessert,7.5,4,Madrid,Online
10104,2024-08-18,Ice Cream,Dessert,6.0,3,Madrid,Online
10105,2024-09-23,Onion Rings,Side,5.0,4,Madrid,Cash
10106,2024-02-09,Ice Cream,Dessert,6.0,3,Madrid,Cash
10107,2024-06-12,Coffee,Beverage,3.0,1,Madrid,Card
10108,2024-07-15,Fries,Side,4.5,2,Madrid,Card
10109,2024-07-27,Soda,Beverage,2.5,3,Berlin,Cash
10110,2024-04-15,Burger,Main,12.0,4,Berlin,Online
10111,2024-10-21,Burger,Main,12.0,4,Berlin,Card
10112,2024-06-01,Coffee,Beverage,3.0,4,Berlin,Online
10113,2024-11-04,Cheesecake,Dessert,7.5,2,Berlin,Card
10114,2024-08-11,Onion Rings,Side,5.0,4,London,Cash
10115,2024-12-08,Coffee,Beverage,3.0,4,Madrid,Cash
10116,2024-11-14,Salad,Main,9.5,1,Berlin,Online
10117,2024-02-12,Burger,Main,12.0,4,Madrid,Cash
10118,2024-01-26,Salad,Main,9.5,3,Berlin,Cash
10119,2024-08-20,Fries,Side,4.5,3,Paris,Cash
10120,2024-08-03,Onion Rings,Side,5.0,3,London,Cash
10121,2024-10-03,Burger,Main,12.0,1,Paris,Card
10122,2024-11-29,Pizza,Main,15.0,1,London,Card
10123,2024-01-11,Fries,Side,4.5,2,Madrid,Card
10124,2024-12-08,Ice Cream,Dessert,6.0,1,Madrid,Cash
10125,2024-07-07,Onion Rings,Side,5.0,2,London,Card
10126,2024-02-25,Onion Rings,Side,5.0,1,Paris,Online
10127,2024-07-22,Soda,Beverage,2.5,2,London,Online
10128,2024-02-22,Fries,Side,4.5,3,London,Online
10129,2024-06-26,Burger,Main,12.0,4,Paris,Card
10130,2024-11-27,Cheesecake,Dessert,7.5,3,London,Cash
10131,2024-02-24,Ice Cream,Dessert,6.0,4,Paris,Online
10132,2024-12-28,Ice Cream,Dessert,6.0,2,Berlin,Card
10133,2024-11-29,Cheesecake,Dessert,7.5,3,Berlin,Cash
10134,2024-10-30,Soda,Beverage,2.5,3,Paris,Card
10135,2024-05-22,Pizza,Main,15.0,4,Madrid,Cash
10136,2024-06-21,Soda,Beverage,2.5,1,Berlin,Cash
10137,2024-09-06,Salad,Main,9.5,2,Paris,Cash
10138,2024-05-23,Coffee,Beverage,3.0,3,London,Online
10139,2024-02-13,Fries,Side,4.5,2,Berlin,Cash
10140,2024-05-03,Cheesecake,Dessert,7.5,4,Berlin,Cash
10141,2024-02-17,Burger,Main,12.0,3,Madrid,Cash
10142,2024-06-05,Fries,Side,4.5,3,Berlin,Online
10143,2024-06-25,Cheesecake,Dessert,7.5,4,Paris,Cash
10144,2024-05-18,Ice Cream,Dessert,6.0,3,Paris,Card
10145,2024-04-08,Pizza,Main,15.0,3,London,Online
10146,2024-12-19,Cheesecake,Dessert,7.5,2,Madrid,Card
10147,2024-05-21,Ice Cream,Dessert,6.0,3,London,Card
10148,2024-04-26,Onion Rings,Side,5.0,3,Madrid,Cash
10149,2024-12-28,Burger,Main,12.0,2,Paris,Card
10150,2024-10-10,Burger,Main,12.0,3,Madrid,Online
10151,2024-02-22,Ice Cream,Dessert,6.0,1,Paris,Cash
10152,2024-08-13,Ice Cream,Dessert,6.0,3,Madrid,Card
10153,2024-09-01,Onion Rings,Side,5.0,1,London,Cash
10154,2024-02-07,Ice Cream,Dessert,6.0,1,Madrid,Card
10155,2024-02-13,Onion Rings,Side,5.0,2,London,Online
10156,2024-11-06,Soda,Beverage,2.5,2,Berlin,Cash
10157,2024-06-01,Ice Cream,Dessert,6.0,4,Paris,Online
10158,2024-11-08,Burger,Main,12.0,1,Madrid,Online
10159,2024-05-15,Fries,Side,4.5,1,Madrid,Card
10160,2024-10-09,Salad,Main,9.5,1,Madrid,Card
10161,2024-08-18,Soda,Beverage,2.5,4,Paris,Card
10162,2024-05-27,Fries,Side,4.5,3,Berlin,Card
10163,2024-05-15,Fries,Side,4.5,2,Berlin,Card
10164,2024-04-25,Cheesecake,Dessert,7.5,2,Paris,Card
10165,2024-01-31,Pizza,Main,15.0,2,Paris,Online
10166,2024-08-12,Onion Rings,Side,5.0,1,Berlin,Online
10167,2024-12-24,Onion Rings,Side,5.0,4,Paris,Online
10168,2024-09-09,Cheesecake,Dessert,7.5,4,London,Online
10169,2024-08-09,Burger,Main,12.0,3,Paris,Card
10170,2024-04-27,Pizza,Main,15.0,1,Paris,Online
10171,2024-03-30,Burger,Main,12.0,4,Berlin,Cash
10172,2024-10-26,Salad,Main,9.5,4,Berlin,Card
10173,2024-06-27,Ice Cream,Dessert,6.0,4,Paris,Cash
10174,2024-03-23,Pizza,Main,15.0,3,Berlin,Online
10175,2024-05-27,Ice Cream,Dessert,6.0,4,London,Cash
10176,2024-06-10,Pizza,Main,15.0,3,Paris,Card
10177,2024-09-20,Soda,Beverage,2.5,1,Berlin,Cash
10178,2024-04-06,Burger,Main,12.0,3,Berlin,Online
10179,2024-01-27,Ice Cream,Dessert,6.0,2,Paris,Online
10180,2024-05-27,Salad,Main,9.5,4,Berlin,Card
10181,2024-11-18,Burger,Main,12.0,2,Madrid,Cash
10182,2024-01-08,Cheesecake,Dessert,7.5,4,London,Card
10183,2024-08-24,Pizza,Main,15.0,1,Madrid,Cash
10184,2024-09-17,Onion Rings,Side,5.0,3,Berlin,Cash
10185,2024-05-04,Ice Cream,Dessert,6.0,4,Madrid,Cash
10186,2024-11-02,Fries,Side,4.5,2,London,Cash
10187,2024-06-23,Soda,Beverage,2.5,3,London,Cash
10188,2024-10-27,Onion Rings,Side,5.0,4,Madrid,Cash
10189,2024-09-04,Cheesecake,Dessert,7.5,3,Paris,Online
10190,2024-07-12,Cheesecake,Dessert,7.5,4,Paris,Card
10191,2024-10-19,Fries,Side,4.5,4,Madrid,Cash
10192,2024-06-11,Burger,Main,12.0,4,Berlin,Cash
10193,2024-09-10,Salad,Main,9.5,1,Madrid,Online
10194,2024-02-21,Coffee,Beverage,3.0,4,London,Online
10195,2024-01-08,Ice Cream,Dessert,6.0,2,Berlin,Online
10196,2024-02-08,Salad,Main,9.5,4,Paris,Cash
10197,2024-11-28,Soda,Beverage,2.5,1,Paris,Online
10198,2024-07-13,Cheesecake,Dessert,7.5,3,Berlin,Online
10199,2024-11-12,Burger,Main,12.0,1,Madrid,Online
10200,2024-04-26,Onion Rings,Side,5.0,1,Berlin,Card
10201,2024-08-15,Pizza,Main,15.0,2,Paris,Card
10202,2024-06-15,Burger,Main,12.0,1,Paris,Cash
10203,2024-08-08,Coffee,Beverage,3.0,2,Madrid,Online
10204,2024-10-16,Soda,Beverage,2.5,2,Madrid,Card
10205,2024-11-08,Pizza,Main,15.0,4,Madrid,Cash
10206,2024-04-28,Salad,Main,9.5,4,Paris,Cash
10207,2024-12-07,Onion Rings,Side,5.0,1,Berlin,Cash
10208,2024-03-21,Cheesecake,Dessert,7.5,1,Berlin,Cash
10209,2024-11-23,Onion Rings,Side,5.0,4,Paris,Cash
10210,2024-04-11,Onion Rings,Side,5.0,4,Berlin,Card
10211,2024-07-14,Fries,Side,4.5,3,Paris,Online
10212,2024-01-12,Onion Rings,Side,5.0,4,Paris,Card
10213,2024-11-06,Burger,Main,12.0,4,Paris,Card
10214,2024-04-22,Coffee,Beverage,3.0,2,Paris,Online
10215,2024-11-17,Salad,Main,9.5,1,London,Cash
10216,2024-01-18,Ice Cream,Dessert,6.0,3,Madrid,Card
10217,2024-06-16,Onion Rings,Side,5.0,4,Madrid,Card
10218,2024-10-03,Salad,Main,9.5,3,Paris,Card
10219,2024-09-03,Onion Rings,Side,5.0,3,Paris,Card
10220,2024-02-08,Ice Cream,Dessert,6.0,2,Madrid,Online
10221,2024-10-12,Soda,Beverage,2.5,3,London,Cash
10222,2024-05-15,Burger,Main,12.0,1,Berlin,Cash
10223,2024-10-26,Onion Rings,Side,5.0,4,Paris,Card
10224,2024-08-29,Fries,Side,4.5,1,Paris,Online
10225,2024-11-27,Fries,Side,4.5,1,Berlin,Online
10226,2024-11-28,Onion Rings,Side,5.0,4,London,Card
10227,2024-01-20,Burger,Main,12.0,3,Berlin,Card
10228,2024-04-30,Pizza,Main,15.0,2,Berlin,Cash
10229,2024-12-09,Coffee,Beverage,3.0,4,Madrid,Cash
10230,2024-09-07,Pizza,Main,15.0,4,Paris,Card
10231,2024-04-21,Coffee,Beverage,3.0,4,Berlin,Card
10232,2024-02-20,Coffee,Beverage,3.0,3,Paris,Card
10233,2024-05-21,Soda,Beverage,2.5,2,London,Cash
10234,2024-12-05,Pizza,Main,15.0,2,London,Card
10235,2024-05-04,Coffee,Beverage,3.0,2,Madrid,Card
10236,2024-04-16,Cheesecake,Dessert,7.5,2,Madrid,Cash
10237,2024-11-01,Salad,Main,9.5,1,Paris,Card
10238,2024-10-03,Salad,Main,9.5,3,Madrid,Card
10239,2024-03-08,Burger,Main,12.0,1,Paris,Card
10240,2024-01-09,Coffee,Beverage,3.0,2,Paris,Card
10241,2024-08-03,Salad,Main,9.5,1,London,Cash
10242,2024-07-04,Ice Cream,Dessert,6.0,1,Berlin,Online
10243,2024-11-10,Fries,Side,4.5,1,Paris,Cash
10244,2024-02-01,Burger,Main,12.0,4,Berlin,Cash
10245,2024-09-08,Pizza,Main,15.0,4,London,Card
10246,2024-11-07,Coffee,Beverage,3.0,2,London,Card
10247,2024-11-15,Onion Rings,Side,5.0,3,Berlin,Online
10248,2024-05-30,Cheesecake,Dessert,7.5,4,Berlin,Card
10249,2024-12-01,Pizza,Main,15.0,2,Berlin,Cash
10250,2024-07-30,Fries,Side,4.5,3,Berlin,Cash
10251,2024-02-18,Soda,Beverage,2.5,3,Berlin,Cash
10252,2024-07-10,Onion Rings,Side,5.0,2,Berlin,Card
10253,2024-02-13,Pizza,Main,15.0,1,Berlin,Card
10254,2024-03-07,Coffee,Beverage,3.0,1,Paris,Online
10255,2024-07-29,Pizza,Main,15.0,3,Berlin,Online
10256,2024-05-27,Burger,Main,12.0,3,Paris,Card
10257,2024-04-18,Cheesecake,Dessert,7.5,2,Berlin,Card
10258,2024-06-28,Pizza,Main,15.0,3,London,Cash
10259,2024-08-07,Fries,Side,4.5,1,Paris,Card
10260,2024-05-19,Salad,Main,9.5,3,Paris,Cash
10261,2024-04-02,Burger,Main,12.0,2,Berlin,Card
10262,2024-11-20,Salad,Main,9.5,1,London,Online
10263,2024-04-20,Cheesecake,Dessert,7.5,4,Berlin,Cash
10264,2024-03-21,Coffee,Beverage,3.0,3,Paris,Online
10265,2024-10-17,Coffee,Beverage,3.0,1,London,Card
10266,2024-11-12,Salad,Main,9.5,1,London,Cash
10267,2024-12-04,Ice Cream,Dessert,6.0,4,Berlin,Online
10268,2024-07-31,Ice Cream,Dessert,6.0,3,Madrid,Online
10269,2024-06-25,Pizza,Main,15.0,4,London,Cash
10270,2024-09-26,Ice Cream,Dessert,6.0,3,London,Card
10271,2024-11-02,Soda,Beverage,2.5,1,London,Card
10272,2024-04-18,Onion Rings,Side,5.0,2,Paris,Cash
10273,2024-03-02,Coffee,Beverage,3.0,1,Berlin,Online
10274,2024-03-30,Soda,Beverage,2.5,2,Berlin,Online
10275,2024-09-13,Fries,Side,4.5,3,London,Cash
10276,2024-08-11,Burger,Main,12.0,1,Berlin,Card
10277,2024-10-21,Coffee,Beverage,3.0,4,Berlin,Online
10278,2024-05-28,Soda,Beverage,2.5,1,Berlin,Card
10279,2024-03-28,Coffee,Beverage,3.0,4,Paris,Card
10280,2024-02-24,Soda,Beverage,2.5,2,Berlin,Online
10281,2024-09-25,Soda,Beverage,2.5,1,Berlin,Cash
10282,2024-04-23,Coffee,Beverage,3.0,3,Madrid,Card
10283,2024-11-20,Cheesecake,Dessert,7.5,1,Madrid,Cash
10284,2024-11-26,Coffee,Beverage,3.0,2,Madrid,Card
10285,2024-05-11,Salad,Main,9.5,2,Madrid,Online
10286,2024-12-01,Salad,Main,9.5,1,Madrid,Online
10287,2024-08-25,Ice Cream,Dessert,6.0,4,Paris,Online
10288,2024-03-18,Coffee,Beverage,3.0,4,London,Cash
10289,2024-11-19,Ice Cream,Dessert,6.0,3,Paris,Online
10290,2024-06-29,Burger,Main,12.0,1,Paris,Cash
10291,2024-01-20,Ice Cream,Dessert,6.0,1,Paris,Cash
10292,2024-11-26,Pizza,Main,15.0,1,Berlin,Cash
10293,2024-01-22,Cheesecake,Dessert,7.5,4,Madrid,Cash
10294,2024-09-13,Ice Cream,Dessert,6.0,2,London,Cash
10295,2024-06-24,Pizza,Main,15.0,1,Madrid,Card
10296,2024-12-28,Fries,Side,4.5,4,Berlin,Online
10297,2024-11-08,Cheesecake,Dessert,7.5,2,Paris,Cash
10298,2024-07-17,Onion Rings,Side,5.0,4,Paris,Online
10299,2024-11-19,Burger,Main,12.0,3,London,Cash
10300,2024-10-12,Pizza,Main,15.0,4,Paris,Cash
10301,2024-06-19,Salad,Main,9.5,1,Madrid,Cash
10302,2024-12-01,Onion Rings,Side,5.0,4,Madrid,Online
10303,2024-06-07,Pizza,Main,15.0,4,Paris,Card
10304,2024-02-17,Cheesecake,Dessert,7.5,4,Paris,Card
10305,2024-06-07,Coffee,Beverage,3.0,2,Madrid,Cash
10306,2024-04-08,Ice Cream,Dessert,6.0,2,Madrid,Card
10307,2024-05-31,Pizza,Main,15.0,1,London,Online
10308,2024-11-12,Coffee,Beverage,3.0,2,Berlin,Card
10309,2024-04-02,Salad,Main,9.5,2,Berlin,Card
10310,2024-07-05,Soda,Beverage,2.5,2,Berlin,Online
10311,2024-08-17,Onion Rings,Side,5.0,2,Madrid,Cash
10312,2024-04-09,Ice Cream,Dessert,6.0,3,Berlin,Cash
10313,2024-07-14,Onion Rings,Side,5.0,4,Madrid,Card
10314,2024-05-08,Salad,Main,9.5,1,Berlin,Cash
10315,2024-02-22,Cheesecake,Dessert,7.5,1,Paris,Card
10316,2024-05-19,Salad,Main,9.5,4,Madrid,Cash
10317,2024-04-23,Pizza,Main,15.0,4,Paris,Card
10318,2024-01-28,Soda,Beverage,2.5,4,Paris,Card
10319,2024-02-11,Soda,Beverage,2.5,3,Madrid,Card
10320,2024-02-20,Coffee,Beverage,3.0,3,Madrid,Card
10321,2024-05-26,Burger,Main,12.0,4,Madrid,Online
10322,2024-08-17,Ice Cream,Dessert,6.0,1,London,Card
10323,2024-04-20,Onion Rings,Side,5.0,2,Berlin,Card
10324,2024-05-01,Onion Rings,Side,5.0,3,London,Card
10325,2024-08-02,Fries,Side,4.5,4,London,Card
10326,2024-11-01,Ice Cream,Dessert,6.0,1,Madrid,Online
10327,2024-05-29,Salad,Main,9.5,4,London,Online
10328,2024-05-03,Coffee,Beverage,3.0,4,Madrid,Online
10329,2024-09-25,Pizza,Main,15.0,3,London,Online
10330,2024-09-16,Cheesecake,Dessert,7.5,1,Berlin,Cash
10331,2024-11-21,Burger,Main,12.0,4,Paris,Cash
10332,2024-07-01,Burger,Main,12.0,1,Paris,Card
10333,2024-10-24,Pizza,Main,15.0,3,Madrid,Card
10334,2024-10-06,Coffee,Beverage,3.0,3,Madrid,Online
10335,2024-12-22,Ice Cream,Dessert,6.0,4,Madrid,Card
10336,2024-08-22,Pizza,Main,15.0,1,Paris,Card
10337,2024-04-12,Burger,Main,12.0,1,Paris,Cash
10338,2024-07-22,Cheesecake,Dessert,7.5,4,Paris,Card
10339,2024-05-26,Fries,Side,4.5,3,London,Online
10340,2024-05-19,Coffee,Beverage,3.0,1,Paris,Cash
10341,2024-08-13,Soda,Beverage,2.5,4,Paris,Card
10342,2024-12-20,Ice Cream,Dessert,6.0,4,Paris,Online
10343,2024-02-12,Onion Rings,Side,5.0,4,London,Cash
10344,2024-10-06,Salad,Main,9.5,3,Paris,Card
10345,2024-06-16,Pizza,Main,15.0,3,Paris,Cash
10346,2024-03-26,Soda,Beverage,2.5,4,Paris,Cash
10347,2024-06-29,Burger,Main,12.0,4,Paris,Online
10348,2024-02-08,Burger,Main,12.0,4,Paris,Online
10349,2024-01-16,Salad,Main,9.5,2,Berlin,Card
10350,2024-02-04,Salad,Main,9.5,2,Paris,Cash
10351,2024-10-17,Soda,Beverage,2.5,1,Madrid,Online
10352,2024-07-08,Ice Cream,Dessert,6.0,3,Berlin,Card
10353,2024-09-28,Salad,Main,9.5,3,Berlin,Cash
10354,2024-05-07,Onion Rings,Side,5.0,1,London,Online
10355,2024-09-12,Salad,Main,9.5,4,London,Cash
10356,2024-12-26,Onion Rings,Side,5.0,4,Madrid,Online
10357,2024-12-21,Onion Rings,Side,5.0,4,Madrid,Card
10358,2024-02-07,Salad,Main,9.5,4,Madrid,Online
10359,2024-02-14,Ice Cream,Dessert,6.0,3,Paris,Online
10360,2024-10-08,Pizza,Main,15.0,3,Paris,Card
10361,2024-07-04,Salad,Main,9.5,2,London,Card
10362,2024-05-01,Salad,Main,9.5,4,London,Cash
10363,2024-10-20,Cheesecake,Dessert,7.5,3,Berlin,Online
10364,2024-11-09,Salad,Main,9.5,1,London,Cash
10365,2024-09-02,Soda,Beverage,2.5,4,Berlin,Online
10366,2024-03-05,Pizza,Main,15.0,3,London,Cash
10367,2024-12-14,Ice Cream,Dessert,6.0,3,Madrid,Online
10368,2024-03-07,Salad,Main,9.5,4,London,Card
10369,2024-03-19,Cheesecake,Dessert,7.5,3,Madrid,Card
10370,2024-12-29,Coffee,Beverage,3.0,2,Paris,Online
10371,2024-02-10,Onion Rings,Side,5.0,3,Madrid,Online
10372,2024-05-20,Cheesecake,Dessert,7.5,2,Paris,Online
10373,2024-02-17,Cheesecake,Dessert,7.5,2,Madrid,Card
10374,2024-10-15,Coffee,Beverage,3.0,1,London,Card
10375,2024-11-24,Burger,Main,12.0,3,Madrid,Online
10376,2024-11-12,Soda,Beverage,2.5,1,Berlin,Online
10377,2024-05-28,Cheesecake,Dessert,7.5,3,Berlin,Card
10378,2024-06-01,Soda,Beverage,2.5,4,London,Online
10379,2024-03-21,Burger,Main,12.0,4,Berlin,Cash
10380,2024-04-14,Ice Cream,Dessert,6.0,3,Madrid,Cash
10381,2024-06-25,Coffee,Beverage,3.0,4,Madrid,Cash
10382,2024-10-14,Cheesecake,Dessert,7.5,1,Paris,Card
10383,2024-03-03,Ice Cream,Dessert,6.0,3,Berlin,Card
10384,2024-02-19,Salad,Main,9.5,1,Paris,Cash
10385,2024-05-07,Soda,Beverage,2.5,2,Paris,Online
10386,2024-04-07,Coffee,Beverage,3.0,2,Berlin,Online
10387,2024-09-12,Ice Cream,Dessert,6.0,3,Berlin,Card
10388,2024-07-20,Pizza,Main,15.0,4,Madrid,Card
10389,2024-01-25,Coffee,Beverage,3.0,1,Paris,Cash
10390,2024-05-26,Ice Cream,Dessert,6.0,1,London,Cash
10391,2024-05-15,Salad,Main,9.5,3,Berlin,Cash
10392,2024-07-24,Burger,Main,12.0,1,Madrid,Cash
10393,2024-05-27,Cheesecake,Dessert,7.5,1,Berlin,Online
10394,2024-10-08,Ice Cream,Dessert,6.0,3,London,Card
10395,2024-07-20,Pizza,Main,15.0,3,Paris,Online
10396,2024-03-14,Coffee,Beverage,3.0,2,Berlin,Online
10397,2024-01-24,Burger,Main,12.0,1,Madrid,Online
10398,2024-08-30,Coffee,Beverage,3.0,4,Madrid,Online
10399,2024-03-12,Cheesecake,Dessert,7.5,3,Paris,Card
10400,2024-11-11,Soda,Beverage,2.5,3,Paris,Online
10401,2024-09-29,Cheesecake,Dessert,7.5,4,Paris,Cash
10402,2024-07-07,Burger,Main,12.0,3,London,Cash
10403,2024-12-18,Onion Rings,Side,5.0,1,Berlin,Cash
10404,2024-01-27,Fries,Side,4.5,4,Madrid,Online
10405,2024-03-16,Soda,Beverage,2.5,2,London,Online
10406,2024-04-07,Pizza,Main,15.0,1,Berlin,Cash
10407,2024-03-18,Soda,Beverage,2.5,4,Madrid,Cash
10408,2024-11-09,Cheesecake,Dessert,7.5,4,London,Online
10409,2024-09-22,Salad,Main,9.5,2,Paris,Online
10410,2024-09-26,Ice Cream,Dessert,6.0,4,Paris,Card
10411,2024-09-29,Ice Cream,Dessert,6.0,3,Paris,Online
10412,2024-11-08,Onion Rings,Side,5.0,4,Madrid,Card
10413,2024-10-12,Onion Rings,Side,5.0,3,Madrid,Cash
10414,2024-12-26,Onion Rings,Side,5.0,2,Berlin,Cash
10415,2024-06-27,Ice Cream,Dessert,6.0,3,Paris,Card
10416,2024-07-13,Cheesecake,Dessert,7.5,4,Paris,Card
10417,2024-01-22,Onion Rings,Side,5.0,3,London,Cash
10418,2024-12-01,Ice Cream,Dessert,6.0,3,Berlin,Card
10419,2024-10-02,Fries,Side,4.5,3,Paris,Card
10420,2024-11-11,Pizza,Main,15.0,2,Madrid,Card
10421,2024-04-25,Cheesecake,Dessert,7.5,2,London,Card
10422,2024-06-18,Soda,Beverage,2.5,4,London,Online
10423,2024-01-03,Salad,Main,9.5,2,Berlin,Online
10424,2024-09-01,Ice Cream,Dessert,6.0,2,Paris,Cash
10425,2024-11-26,Onion Rings,Side,5.0,1,London,Online
